区域,板块,小区,户型,面积,总价,单价,成交日期,楼层,装修
松江,泗泾,丽水豪庭,3室2厅,93.13平米,170万,18254元/平,2016-02-26,低层/18层,中装
松江,泗泾,丽水豪庭,2室2厅,83.9平米,131万,15613元/平,2016-02-26,低层/18层,毛坯
松江,泗泾,丽水豪庭,3室2厅,93.13平米,170万,18254元/平,2016-02-26,低层/18层,中装
松江,泗泾,丽水豪庭,2室2厅,83.9平米,131万,15613元/平,2016-02-26,低层/18层,毛坯
松江,泗泾,新凯城香樟苑,2室1厅,68.02平米,122万,17935元/平,2016-02-26,高层/13层,精装
松江,松江老城,仓城六村,3室1厅,83.31平米,134万,16084元/平,2016-02-26,中层/6层,中装
松江,松江新城,祥和花苑（公寓）,2室2厅,104.16平米,182万,17473元/平,2016-02-26,低层/5层,中装
松江,莘闵别墅,沿海丽水馨庭（别墅）,3室3厅,173.29平米,510万,29430元/平,2016-02-26,地上3层,精装
松江,莘闵别墅,沿海丽水馨庭（别墅）,3室3厅,173.29平米,510万,29430元/平,2016-02-26,地上3层,精装
松江,莘闵别墅,沿海丽水馨庭（别墅）,3室3厅,173.29平米,510万,29430元/平,2016-02-26,地上3层,精装
松江,莘闵别墅,绿洲比华利花园,4室3厅,256.67平米,1070万,41687元/平,2016-02-26,地上2层,豪装
松江,莘闵别墅,丽水华庭,5室2厅,193.06平米,384万,19890元/平,2016-02-26,地上3层,毛坯
松江,莘闵别墅,丽水华庭,4室2厅,145.02平米,350万,24134元/平,2016-02-26,地上4层,豪装
松江,莘闵别墅,丽水华庭,5室2厅,193.06平米,384万,19890元/平,2016-02-26,地上3层,毛坯
松江,莘闵别墅,丽水华庭,4室2厅,145.02平米,350万,24134元/平,2016-02-26,地上4层,豪装
松江,莘闵别墅,丽水华庭,5室2厅,193.06平米,384万,19890元/平,2016-02-26,地上3层,毛坯
松江,莘闵别墅,丽水华庭,4室2厅,145.02平米,350万,24134元/平,2016-02-26,地上4层,豪装
松江,莘闵别墅,河谷3号,3室2厅,82.8平米,270万,32608元/平,2016-02-26,地上3层,毛坯
松江,新桥,合生国际花园,4室2厅,194.33平米,443万,22796元/平,2016-02-26,地上2层,毛坯
嘉定,安亭,大众春盛苑,2室1厅,79.32平米,131万,16515元/平,2016-02-26,低层/6层,中装
嘉定,安亭,昌吉路231弄,3室2厅,131.52平米,140万,10644元/平,2016-02-26,高层/6层,中装
嘉定,丰庄,逸香园,2室2厅,91.31平米,324万,35483元/平,2016-02-26,低层/6层,精装
嘉定,丰庄,丰庄二村,2室1厅,71.68平米,172万,23995元/平,2016-02-26,高层/6层,简装
嘉定,江桥,万达城市公寓,2室2厅,85.44平米,350万,40964元/平,2016-02-26,低层/17层,精装
嘉定,江桥,万达城市公寓,2室2厅,85.44平米,350万,40964元/平,2016-02-26,低层/17层,精装
嘉定,江桥,万达城市公寓,2室2厅,85.44平米,350万,40964元/平,2016-02-26,低层/17层,精装
嘉定,江桥,中星海兰苑,2室2厅,81.0平米,235万,29012元/平,2016-02-26,高层/6层,精装
嘉定,江桥,澜茵华庭（一期）,2室2厅,80.82平米,260万,32170元/平,2016-02-26,中层/4层,精装
嘉定,江桥,澜茵华庭（一期）,2室2厅,80.82平米,260万,32170元/平,2016-02-26,中层/4层,精装
嘉定,南翔,旭辉U天地,1室1厅,49.67平米,90万,18119元/平,2016-02-26,中层/12层,毛坯
嘉定,南翔,上隽嘉苑（公寓）,4室2厅,158.47平米,390万,24610元/平,2016-02-26,高层/28层,精装
嘉定,南翔,上隽嘉苑（公寓）,4室2厅,158.47平米,390万,24610元/平,2016-02-26,高层/28层,精装
嘉定,南翔,金地格林世界（卢尔公寓）,3室2厅,136.99平米,410万,29929元/平,2016-02-26,高层/18层,中装
嘉定,南翔,中冶翔腾,2室2厅,89.41平米,280万,31316元/平,2016-02-26,低层/15层,精装
黄浦,董家渡,阳光翠竹苑,1室2厅,68.82平米,460万,66841元/平,2016-02-26,中层/33层,精装
黄浦,淮海中路,城市一品苑,4室2厅,180.09平米,950万,52751元/平,2016-02-26,中层/32层,精装
黄浦,老西门,兴林公寓,3室2厅,163.49平米,890万,54437元/平,2016-02-26,低层/26层,中装
黄浦,世博滨江,瞿溪新村,2室0厅,46.75平米,220万,47058元/平,2016-02-26,低层/5层,简装
静安,南京西路,远中风华园（公寓）,1室2厅,73.67平米,645万,87552元/平,2016-02-26,中层/28层,豪装
静安,南京西路,远中风华园（公寓）,1室2厅,73.67平米,645万,87552元/平,2016-02-26,中层/28层,豪装
静安,南京西路,远中风华园（公寓）,1室2厅,73.67平米,645万,87552元/平,2016-02-26,中层/28层,豪装
静安,南京西路,静安四季苑,3室2厅,158.68平米,1160万,73103元/平,2016-02-26,低层/32层,精装
闸北,彭浦,和源名城,1室1厅,51.29平米,220万,42893元/平,2016-02-26,低层/33层,精装
闸北,彭浦,和源名城,1室1厅,51.29平米,220万,42893元/平,2016-02-26,低层/33层,精装
闸北,彭浦,阳曲小区,1室1厅,44.38平米,120万,27039元/平,2016-02-26,高层/6层,简装
闸北,彭浦,阳曲小区,1室1厅,44.33平米,140万,31581元/平,2016-02-26,高层/6层,精装
闸北,彭浦,平顺路834弄,1室1厅,44.94平米,128万,28482元/平,2016-02-26,高层/6层,中装
虹口,江湾镇,海尚逸苑,2室1厅,88.93平米,360万,40481元/平,2016-02-26,中层/14层,简装
虹口,江湾镇,民华小区,1室1厅,48.16平米,137万,28446元/平,2016-02-26,低层/6层,精装
虹口,凉城,广中路556号,1室1厅,39.9平米,135万,33834元/平,2016-02-26,高层/7层,精装
虹口,曲阳,双东小区,2室1厅,53.05平米,317万,59754元/平,2016-02-26,低层/6层,中装
青浦,徐泾,上海豪都国际花园（公寓）,2室1厅,82.24平米,178万,21643元/平,2016-02-26,高层/6层,简装
青浦,徐泾,上海豪都国际花园（公寓）,2室1厅,82.24平米,178万,21643元/平,2016-02-26,高层/6层,简装
青浦,徐泾,金水湾（公寓）,3室2厅,121.75平米,302万,24804元/平,2016-02-26,中层/6层,精装
奉贤,南桥,江海新村,3室1厅,80.1平米,115万,14357元/平,2016-02-26,中层/6层,中装
奉贤,西渡,鸿宝一村,2室1厅,82.2平米,100万,12165元/平,2016-02-26,高层/6层,简装
奉贤,西渡,鸿宝一村,2室1厅,82.2平米,100万,12165元/平,2016-02-26,高层/6层,简装
奉贤,西渡,鸿宝一村,2室1厅,82.2平米,100万,12165元/平,2016-02-26,高层/6层,简装
奉贤,西渡,金都雅苑（公寓）,2室2厅,85.03平米,142万,16699元/平,2016-02-26,高层/6层,精装
奉贤,西渡,金都雅苑（公寓）,2室2厅,85.03平米,142万,16699元/平,2016-02-26,高层/6层,精装
奉贤,西渡,果园小区,1室1厅,37.54平米,65万,17314元/平,2016-02-26,高层/6层,精装
浦东,北蔡,绿川新苑,2室2厅,82.61平米,333万,40309元/平,2016-02-25,中层/6层,精装
浦东,北蔡,绿川新苑,2室2厅,82.61平米,333万,40309元/平,2016-02-25,中层/6层,精装
浦东,北蔡,由由六村,3室2厅,114.72平米,490万,42712元/平,2016-02-25,高层/6层,精装
浦东,北蔡,紫翠高清苑,2室2厅,81.1平米,242万,29839元/平,2016-02-25,低层/14层,毛坯
浦东,曹路,中虹家园,1室1厅,51.97平米,150万,28862元/平,2016-02-25,低层/14层,简装
浦东,川沙,百欣苑,3室2厅,99.82平米,190万,19034元/平,2016-02-25,低层/6层,简装
浦东,高东,高行绿洲（五期）,2室1厅,74.0平米,205万,27702元/平,2016-02-25,中层/14层,简装
浦东,高行,绿地威廉公寓,2室2厅,84.81平米,425万,50112元/平,2016-02-25,高层/14层,精装
浦东,高行,绿地威廉公寓,2室2厅,84.81平米,425万,50112元/平,2016-02-25,高层/14层,精装
浦东,高行,绿地威廉公寓,2室2厅,84.81平米,425万,50112元/平,2016-02-25,高层/14层,精装
浦东,高行,绿地威廉公寓,2室2厅,84.81平米,425万,50112元/平,2016-02-25,高层/14层,精装
浦东,高行,华高一村,3室2厅,90.6平米,240万,26490元/平,2016-02-25,低层/6层,简装
浦东,高行,华高一村,1室1厅,63.81平米,148万,23193元/平,2016-02-25,高层/7层,毛坯
浦东,高行,华高一村,3室2厅,90.6平米,240万,26490元/平,2016-02-25,低层/6层,简装
浦东,高行,华高一村,1室1厅,63.81平米,148万,23193元/平,2016-02-25,高层/7层,毛坯
浦东,高行,华高二村,2室1厅,59.35平米,183万,30834元/平,2016-02-25,中层/6层,中装
浦东,高行,华高二村,2室1厅,59.35平米,183万,30834元/平,2016-02-25,中层/6层,中装
浦东,金桥,浦江东旭公寓,1室1厅,53.95平米,169万,31325元/平,2016-02-25,低层/14层,中装
浦东,金桥,浦江东旭公寓,1室1厅,53.95平米,169万,31325元/平,2016-02-25,低层/14层,中装
浦东,金桥,浦江东旭公寓,1室1厅,53.95平米,169万,31325元/平,2016-02-25,低层/14层,中装
浦东,金桥,金桥新城,3室2厅,109.7平米,510万,46490元/平,2016-02-25,高层/11层,精装
浦东,金桥,连城新苑,2室2厅,96.0平米,466万,48541元/平,2016-02-25,中层/11层,精装
浦东,金桥,连城新苑,2室2厅,96.0平米,466万,48541元/平,2016-02-25,中层/11层,精装
浦东,金桥,东五小区（浦东）,2室1厅,61.15平米,171万,27964元/平,2016-02-25,高层/6层,精装
浦东,金桥,银桥花苑,2室1厅,69.18平米,265万,38305元/平,2016-02-25,高层/7层,精装
浦东,金桥,金源商住大厦,2室2厅,104.28平米,357万,34234元/平,2016-02-25,高层/18层,精装
浦东,金杨,金台三居,2室1厅,63.03平米,190万,30144元/平,2016-02-25,高层/6层,简装
浦东,金杨,罗山五村,2室1厅,64.78平米,228万,35196元/平,2016-02-25,中层/6层,中装
浦东,康桥,昱龙家园,2室2厅,73.56平米,188万,25557元/平,2016-02-25,低层/6层,精装
浦东,康桥,昱龙家园,2室2厅,73.56平米,188万,25557元/平,2016-02-25,低层/6层,精装
浦东,联洋,联洋花园（一期）,4室2厅,214.45平米,1130万,52692元/平,2016-02-25,中层/18层,精装
浦东,泥城镇,蓝色城邦（公寓）,1室1厅,53.34平米,65万,12185元/平,2016-02-25,高层/12层,毛坯
浦东,泥城镇,蓝色城邦（公寓）,1室1厅,53.34平米,65万,12185元/平,2016-02-25,高层/12层,毛坯
浦东,世博,新世纪花苑（浦东）,2室1厅,50.89平米,250万,49125元/平,2016-02-25,中层/7层,中装
浦东,世博,新世纪花苑（浦东）,2室1厅,50.89平米,250万,49125元/平,2016-02-25,中层/7层,中装
浦东,世博,昌四小区,2室1厅,60.94平米,232万,38070元/平,2016-02-25,低层/6层,中装
浦东,三林,新里城和合苑,1室1厅,54.57平米,376万,68902元/平,2016-02-25,中层/6层,毛坯
浦东,三林,新里城和合苑,1室1厅,54.57平米,376万,68902元/平,2016-02-25,中层/6层,毛坯
浦东,三林,新里城和合苑,1室1厅,54.57平米,376万,68902元/平,2016-02-25,中层/6层,毛坯
浦东,三林,中海御景熙岸（公寓）,2室2厅,82.3平米,290万,35236元/平,2016-02-25,高层/18层,简装
浦东,三林,中海御景熙岸（公寓）,2室2厅,82.3平米,290万,35236元/平,2016-02-25,高层/18层,简装
浦东,三林,凌霄苑,3室2厅,135.45平米,385万,28423元/平,2016-02-25,高层/5层,毛坯
浦东,书院镇,丽泽荷亭苑,2室1厅,82.46平米,71万,8610元/平,2016-02-25,高层/6层,高层/6层
浦东,塘桥,中远行家,1室2厅,65.01平米,325万,49992元/平,2016-02-25,中层/28层,精装
浦东,塘桥,中远行家,1室1厅,73.59平米,382万,51909元/平,2016-02-25,中层/28层,中装
浦东,唐镇,金唐公寓,2室2厅,89.06平米,295万,33123元/平,2016-02-25,高层/6层,精装
浦东,唐镇,金唐公寓,2室2厅,89.06平米,295万,33123元/平,2016-02-25,高层/6层,精装
浦东,潍坊,潍坊二村,1室1厅,26.18平米,175万,66844元/平,2016-02-25,低层/50层,简装
浦东,外高桥,品臻国际公寓,1室1厅,56.18平米,118万,21003元/平,2016-02-25,中层/19层,精装
浦东,杨东,香梅花园,2室2厅,113.0平米,814万,72035元/平,2016-02-25,低层/37层,精装
浦东,杨东,香梅花园,2室2厅,113.0平米,814万,72035元/平,2016-02-25,低层/37层,精装
浦东,杨东,香梅花园,2室2厅,113.0平米,814万,72035元/平,2016-02-25,低层/37层,精装
浦东,洋泾,泾东小区,2室1厅,51.63平米,335万,64884元/平,2016-02-25,中层/6层,中装
浦东,洋泾,西镇小区（浦东）,1室0厅,33.43平米,146万,43673元/平,2016-02-25,高层/6层,简装
浦东,张江,春港丽园（公寓）,3室2厅,123.49平米,360万,29152元/平,2016-02-25,中层/6层,精装
浦东,张江,春港丽园（公寓）,3室2厅,123.49平米,360万,29152元/平,2016-02-25,中层/6层,精装
浦东,张江,春港丽园（公寓）,3室2厅,123.49平米,360万,29152元/平,2016-02-25,中层/6层,精装
浦东,张江,香楠小区,3室2厅,85.79平米,300万,34969元/平,2016-02-25,高层/6层,中装
浦东,张江,香楠小区,3室2厅,85.79平米,300万,34969元/平,2016-02-25,高层/6层,中装
浦东,张江,香楠小区,3室2厅,85.79平米,300万,34969元/平,2016-02-25,高层/6层,中装
浦东,张江,玉兰香苑（二期）,2室1厅,57.97平米,225万,38813元/平,2016-02-25,高层/6层,精装
浦东,张江,玉兰香苑（二期）,2室1厅,57.97平米,225万,38813元/平,2016-02-25,高层/6层,精装
浦东,张江,川杨新苑（三期）,2室2厅,87.25平米,280万,32091元/平,2016-02-25,中层/6层,精装
浦东,张江,川杨新苑（三期）,2室2厅,87.13平米,310万,35579元/平,2016-02-25,中层/14层,精装
浦东,周浦,沈默花苑,1室1厅,41.42平米,149万,35972元/平,2016-02-25,中层/5层,中装
浦东,周浦,公元新村,2室1厅,53.0平米,120万,22641元/平,2016-02-25,高层/5层,中装
闵行,春申,银泰苑,3室2厅,132.24平米,345万,26088元/平,2016-02-25,高层/11层,毛坯
闵行,春申,君莲小区,2室2厅,84.64平米,183万,21620元/平,2016-02-25,低层/11层,简装
闵行,古美,蓝色港湾（公寓）,3室2厅,116.68平米,555万,47565元/平,2016-02-25,低层/18层,精装
闵行,古美,蓝色港湾（公寓）,3室2厅,116.68平米,555万,47565元/平,2016-02-25,低层/18层,精装
闵行,古美,万源城E1,2室2厅,100.38平米,449万,44730元/平,2016-02-25,低层/16层,豪装
闵行,古美,古美六村,2室1厅,78.7平米,285万,36213元/平,2016-02-25,高层/6层,中装
闵行,航华,航华三村四街坊,2室1厅,73.49平米,200万,27214元/平,2016-02-25,低层/6层,简装
闵行,静安新城,静安新城（三区）,2室1厅,71.61平米,240万,33514元/平,2016-02-25,高层/6层,简装
闵行,静安新城,和润家园（别墅）,5室3厅,233.25平米,900万,38585元/平,2016-02-25,地上5层,精装
闵行,金汇,金汇花园一街坊,3室2厅,107.27平米,388万,36170元/平,2016-02-25,低层/6层,中装
闵行,金汇,金汇花园一街坊,3室2厅,107.27平米,388万,36170元/平,2016-02-25,低层/6层,中装
闵行,金汇,锦绣江南（一期）,4室2厅,143.25平米,680万,47469元/平,2016-02-25,低层/11层,精装
闵行,金汇,锦绣江南（一期）,4室2厅,143.25平米,680万,47469元/平,2016-02-25,低层/11层,精装
闵行,金汇,锦绣江南（二期）,4室2厅,124.42平米,830万,66709元/平,2016-02-25,高层/11层,精装
闵行,金虹桥,海申花园,4室2厅,168.51平米,522万,30977元/平,2016-02-25,低层/6层,中装
闵行,金虹桥,明申花园（公寓）,3室2厅,121.22平米,590万,48671元/平,2016-02-25,高层/8层,精装
闵行,龙柏,龙柏二村,1室1厅,45.02平米,138万,30653元/平,2016-02-25,低层/6层,简装
闵行,龙柏,龙柏二村,2室2厅,61.26平米,210万,34280元/平,2016-02-25,中层/6层,简装
闵行,龙柏,龙柏二村,1室1厅,45.02平米,138万,30653元/平,2016-02-25,低层/6层,简装
闵行,龙柏,龙柏二村,2室2厅,61.26平米,210万,34280元/平,2016-02-25,中层/6层,简装
闵行,龙柏,龙柏二村,1室1厅,45.02平米,138万,30653元/平,2016-02-25,低层/6层,简装
闵行,龙柏,龙柏二村,2室2厅,61.26平米,210万,34280元/平,2016-02-25,中层/6层,简装
闵行,龙柏,龙柏二村,1室1厅,45.02平米,138万,30653元/平,2016-02-25,低层/6层,简装
闵行,龙柏,龙柏二村,2室2厅,61.26平米,210万,34280元/平,2016-02-25,中层/6层,简装
闵行,龙柏,龙柏三村,1室1厅,48.8平米,168万,34426元/平,2016-02-25,高层/6层,精装
闵行,龙柏,龙柏三村,1室1厅,48.8平米,168万,34426元/平,2016-02-25,高层/6层,精装
闵行,老闵行,昆阳小区,1室1厅,34.83平米,59万,16939元/平,2016-02-25,高层/6层,精装
闵行,老闵行,昆阳小区,1室1厅,34.83平米,59万,16939元/平,2016-02-25,高层/6层,精装
闵行,老闵行,昆阳小区,1室1厅,34.83平米,59万,16939元/平,2016-02-25,高层/6层,精装
闵行,老闵行,鹤北新村,1室1厅,41.24平米,109万,26430元/平,2016-02-25,中层/6层,中装
闵行,老闵行,鹤北新村,2室1厅,58.98平米,143万,24245元/平,2016-02-25,中层/6层,中装
闵行,老闵行,鹤北新村,1室1厅,41.24平米,109万,26430元/平,2016-02-25,中层/6层,中装
闵行,老闵行,鹤北新村,2室1厅,58.98平米,143万,24245元/平,2016-02-25,中层/6层,中装
闵行,老闵行,枫泽苑,2室2厅,92.23平米,187万,20275元/平,2016-02-25,低层/6层,精装
闵行,老闵行,枫泽苑,2室2厅,92.05平米,179万,19445元/平,2016-02-25,低层/6层,精装
闵行,老闵行,枫泽苑,2室2厅,92.23平米,187万,20275元/平,2016-02-25,低层/6层,精装
闵行,老闵行,枫泽苑,2室2厅,92.05平米,179万,19445元/平,2016-02-25,低层/6层,精装
闵行,老闵行,复地北桥城（都市路399弄）（别墅）,3室3厅,207.0平米,525万,25362元/平,2016-02-25,地上3层,豪装
闵行,老闵行,红旗三村,2室1厅,53.13平米,98万,18445元/平,2016-02-25,低层/6层,中装
闵行,老闵行,红旗三村,2室1厅,53.13平米,98万,18445元/平,2016-02-25,低层/6层,中装
闵行,老闵行,红旗五村,2室1厅,53.1平米,96万,18079元/平,2016-02-25,低层/6层,简装
闵行,老闵行,红旗五村,2室1厅,53.1平米,96万,18079元/平,2016-02-25,低层/6层,简装
闵行,老闵行,金榜雅苑,3室2厅,135.06平米,273万,20213元/平,2016-02-25,低层/11层,精装
闵行,梅陇,罗阳七村,2室1厅,53.17平米,170万,31972元/平,2016-02-25,高层/6层,中装
闵行,梅陇,罗阳七村,2室1厅,53.17平米,170万,31972元/平,2016-02-25,高层/6层,中装
闵行,梅陇,罗阳七村,2室1厅,53.17平米,170万,31972元/平,2016-02-25,高层/6层,中装
闵行,梅陇,未名园,2室2厅,103.69平米,355万,34236元/平,2016-02-25,高层/11层,精装
闵行,梅陇,未名园,2室2厅,93.55平米,375万,40085元/平,2016-02-25,低层/11层,精装
闵行,莘庄,富林苑（二期）,2室2厅,85.4平米,265万,31030元/平,2016-02-25,低层/6层,中装
闵行,莘庄,西环四村,1室1厅,51.32平米,144万,28059元/平,2016-02-25,低层/6层,中装
闵行,颛桥,银都新村（1至7区）,2室1厅,57.11平米,174万,30467元/平,2016-02-25,中层/6层,精装
闵行,颛桥,银都新村（1至7区）,2室1厅,57.11平米,174万,30467元/平,2016-02-25,中层/6层,精装
闵行,颛桥,名仕世家花苑,3室2厅,136.05平米,350万,25725元/平,2016-02-25,低层/14层,精装
宝山,大华,大华一村,2室1厅,64.79平米,250万,38586元/平,2016-02-25,高层/6层,中装
宝山,大华,大华一村,2室1厅,64.79平米,250万,38586元/平,2016-02-25,高层/6层,中装
宝山,大华,大华一村,2室1厅,64.79平米,250万,38586元/平,2016-02-25,高层/6层,中装
宝山,大华,大华一村,2室1厅,64.79平米,250万,38586元/平,2016-02-25,高层/6层,中装
宝山,大华,大华二村,2室1厅,69.54平米,217万,31205元/平,2016-02-25,高层/6层,中装
宝山,大华,大华二村,2室1厅,69.54平米,217万,31205元/平,2016-02-25,高层/6层,中装
宝山,大华,大华二村,2室1厅,69.54平米,217万,31205元/平,2016-02-25,高层/6层,中装
宝山,顾村,绿洲花园,2室1厅,82.14平米,195万,23739元/平,2016-02-25,低层/12层,精装
宝山,顾村,好日子大家园B区,2室1厅,75.68平米,235万,31051元/平,2016-02-25,中层/6层,毛坯
宝山,高境,三花现代城,2室2厅,88.2平米,395万,44784元/平,2016-02-25,中层/17层,中装
宝山,高境,三花现代城,2室2厅,88.2平米,395万,44784元/平,2016-02-25,中层/17层,中装
宝山,高境,三花现代城,2室2厅,88.2平米,395万,44784元/平,2016-02-25,中层/17层,中装
宝山,高境,三花现代城,2室2厅,88.2平米,395万,44784元/平,2016-02-25,中层/17层,中装
宝山,高境,嘉骏花苑,1室2厅,54.54平米,222万,40704元/平,2016-02-25,高层/6层,精装
宝山,高境,嘉骏花苑,1室2厅,54.54平米,222万,40704元/平,2016-02-25,高层/6层,精装
宝山,高境,逸仙路1321弄小区,1室1厅,43.8平米,112万,25570元/平,2016-02-25,高层/6层,简装
宝山,高境,逸仙路1321弄小区,1室1厅,43.8平米,112万,25570元/平,2016-02-25,高层/6层,简装
宝山,罗店,旭辉澜悦湾,2室1厅,67.7平米,102万,15066元/平,2016-02-25,中层/18层,简装
宝山,罗店,罗南二村,2室1厅,69.72平米,126万,18072元/平,2016-02-25,低层/6层,中装
宝山,淞宝,宝钢九村,2室1厅,81.58平米,256万,31380元/平,2016-02-25,中层/13层,中装
宝山,上大,经纬城市绿洲,2室2厅,96.39平米,409万,42431元/平,2016-02-25,高层/13层,精装
宝山,上大,经纬城市绿洲,2室2厅,96.39平米,409万,42431元/平,2016-02-25,高层/13层,精装
宝山,上大,经纬城市绿洲,2室2厅,96.39平米,409万,42431元/平,2016-02-25,高层/13层,精装
宝山,上大,经纬城市绿洲,2室2厅,96.39平米,409万,42431元/平,2016-02-25,高层/13层,精装
宝山,淞南,淞南七村,2室1厅,72.34平米,185万,25573元/平,2016-02-25,中层/7层,毛坯
宝山,淞南,淞南七村,2室1厅,72.34平米,185万,25573元/平,2016-02-25,中层/7层,毛坯
宝山,淞南,淞南十村,2室1厅,62.81平米,162万,25792元/平,2016-02-25,高层/6层,中装
宝山,淞南,淞南十村,2室1厅,62.81平米,162万,25792元/平,2016-02-25,高层/6层,中装
宝山,杨行,万科四季花城（公寓）,3室2厅,126.6平米,360万,28436元/平,2016-02-25,高层/5层,精装
宝山,杨行,万科四季花城（公寓）,3室2厅,126.6平米,360万,28436元/平,2016-02-25,高层/5层,精装
宝山,杨行,万科四季花城（公寓）,3室2厅,126.6平米,360万,28436元/平,2016-02-25,高层/5层,精装
宝山,杨行,海尚明城,3室2厅,105.9平米,298万,28139元/平,2016-02-25,中层/18层,精装
宝山,杨行,海尚明城,3室2厅,105.9平米,298万,28139元/平,2016-02-25,中层/18层,精装
宝山,杨行,荣域飘鹰锦和花园（公寓）,1室1厅,64.2平米,180万,28037元/平,2016-02-25,中层/14层,精装
宝山,杨行,荣域飘鹰锦和花园（公寓）,1室1厅,64.2平米,180万,28037元/平,2016-02-25,中层/14层,精装
宝山,张庙,呼玛一村,2室1厅,43.48平米,128万,29438元/平,2016-02-25,高层/6层,简装
宝山,张庙,呼玛一村,2室1厅,43.48平米,128万,29438元/平,2016-02-25,高层/6层,简装
宝山,张庙,呼玛二村,1室1厅,43.19平米,129万,29868元/平,2016-02-25,中层/6层,简装
宝山,张庙,三湘盛世花园,2室2厅,103.98平米,455万,43758元/平,2016-02-25,低层/14层,精装
徐汇,长桥,华馨公寓,3室2厅,115.87平米,525万,45309元/平,2016-02-25,低层/11层,精装
徐汇,华东理工,梅陇十一村,3室0厅,67.24平米,208万,30933元/平,2016-02-25,高层/6层,中装
徐汇,华东理工,梅陇八村,2室1厅,72.7平米,239万,32874元/平,2016-02-25,低层/18层,中装
徐汇,华泾,印象欧洲（公寓）,2室2厅,82.39平米,349万,42359元/平,2016-02-25,低层/15层,精装
徐汇,华泾,华泾绿苑,1室1厅,62.65平米,190万,30327元/平,2016-02-25,高层/11层,精装
徐汇,康健,长顺坊,2室1厅,71.39平米,377万,52808元/平,2016-02-25,高层/18层,中装
徐汇,龙华,上缝小区,2室1厅,58.93平米,260万,44120元/平,2016-02-25,高层/6层,中装
徐汇,龙华,上缝小区,2室1厅,58.93平米,260万,44120元/平,2016-02-25,高层/6层,中装
徐汇,龙华,俞三小区,1室1厅,43.01平米,150万,34875元/平,2016-02-25,高层/6层,中装
徐汇,上海南站,汇成四村,1室1厅,41.1平米,135万,32846元/平,2016-02-25,高层/6层,简装
徐汇,田林,爱建园,5室2厅,214.15平米,1380万,64440元/平,2016-02-25,高层/18层,中装
徐汇,万体馆,漕溪三村,2室1厅,69.8平米,420万,60171元/平,2016-02-25,高层/5层,精装
徐汇,徐家汇,恒昌花园,3室2厅,157.79平米,710万,44996元/平,2016-02-25,低层/26层,精装
徐汇,斜土路,江南二村,2室1厅,50.19平米,227万,45228元/平,2016-02-25,高层/5层,中装
普陀,长寿路,莘远大厦,2室2厅,108.0平米,560万,51851元/平,2016-02-25,中层/20层,精装
普陀,曹杨,曹杨二村,2室0厅,58.85平米,230万,39082元/平,2016-02-25,低层/6层,简装
普陀,曹杨,梅岭苑,2室1厅,54.84平米,226万,41210元/平,2016-02-25,高层/7层,中装
普陀,长征,象源丽都,2室2厅,107.92平米,570万,52816元/平,2016-02-25,高层/18层,精装
普陀,长征,祥和家园,2室2厅,92.86平米,445万,47921元/平,2016-02-25,低层/6层,中装
普陀,甘泉宜川,宜川五村,2室1厅,56.15平米,188万,33481元/平,2016-02-25,中层/6层,简装
普陀,甘泉宜川,宜川五村,2室1厅,56.15平米,188万,33481元/平,2016-02-25,中层/6层,简装
普陀,甘泉宜川,新长小区,1室1厅,39.7平米,118万,29722元/平,2016-02-25,高层/6层,中装
普陀,甘泉宜川,新长小区,2室1厅,59.71平米,216万,36174元/平,2016-02-25,中层/6层,中装
普陀,真如,曹杨花苑,2室1厅,73.75平米,308万,41762元/平,2016-02-25,中层/7层,中装
普陀,真如,曹杨花苑,2室1厅,67.86平米,280万,41261元/平,2016-02-25,低层/4层,精装
普陀,真如,真西新村第二小区,2室1厅,59.53平米,212万,35612元/平,2016-02-25,高层/6层,精装
普陀,中远两湾城,万业新阶,2室2厅,62.38平米,280万,44886元/平,2016-02-25,中层/22层,精装
杨浦,鞍山,鞍山三村,1室0厅,34.19平米,133万,38900元/平,2016-02-25,中层/5层,中装
杨浦,控江路,控江路1200弄,1室1厅,35.84平米,175万,48828元/平,2016-02-25,中层/5层,简装
杨浦,控江路,控江路1200弄,1室1厅,35.84平米,175万,48828元/平,2016-02-25,中层/5层,简装
杨浦,控江路,控江七村,1室0厅,29.89平米,105万,35128元/平,2016-02-25,中层/5层,精装
杨浦,控江路,黄兴路1019弄,2室1厅,55.18平米,173万,31351元/平,2016-02-25,高层/6层,中装
杨浦,五角场,三门路510弄,2室2厅,57.69平米,163万,28254元/平,2016-02-25,高层/7层,中装
杨浦,五角场,三门路510弄,2室2厅,57.69平米,163万,28254元/平,2016-02-25,高层/7层,中装
杨浦,五角场,国年路25弄,1室1厅,35.05平米,147万,41940元/平,2016-02-25,中层/6层,简装
杨浦,新江湾城,华润置地橡树湾,5室2厅,281.03平米,1300万,46258元/平,2016-02-25,中层/16层,豪装
杨浦,新江湾城,华润置地橡树湾,5室2厅,281.03平米,1300万,46258元/平,2016-02-25,中层/16层,豪装
杨浦,新江湾城,华润置地橡树湾,5室2厅,281.03平米,1300万,46258元/平,2016-02-25,中层/16层,豪装
杨浦,周家嘴路,宝地东花园,4室2厅,176.78平米,1042万,58943元/平,2016-02-25,中层/24层,精装
杨浦,周家嘴路,樟树缘公寓,2室2厅,89.16平米,430万,48227元/平,2016-02-25,中层/6层,精装
