区域,板块,小区,户型,面积,总价,单价,成交日期,楼层,装修
嘉定,江桥,缘圆宝邸,1室2厅,53.04平米,156万,29411元/平,2015-11-07,中层/7层,豪装
嘉定,江桥,缘圆宝邸,1室2厅,53.04平米,156万,29411元/平,2015-11-07,中层/7层,豪装
黄浦,老西门,公馆77,4室2厅,166.98平米,1060万,63480元/平,2015-11-07,高层/31层,豪装
黄浦,老西门,陆家浜大楼,3室1厅,71.32平米,349万,48934元/平,2015-11-07,高层/15层,简装
黄浦,蓬莱公园,新中苑,3室2厅,145.72平米,685万,47007元/平,2015-11-07,高层/31层,精装
黄浦,蓬莱公园,海潮新村,1室1厅,27.46平米,119万,43335元/平,2015-11-07,高层/7层,中装
黄浦,蓬莱公园,天柱山路小区,2室0厅,42.18平米,212万,50260元/平,2015-11-07,高层/6层,精装
黄浦,世博滨江,淞园大厦,2室2厅,117.77平米,595万,50522元/平,2015-11-07,低层/22层,精装
黄浦,世博滨江,南泰公寓,2室2厅,89.33平米,455万,50934元/平,2015-11-07,中层/18层,精装
黄浦,五里桥,蒙自路395弄,1室0厅,27.0平米,138万,51111元/平,2015-11-07,低层/7层,精装
黄浦,五里桥,丽丽小区,2室1厅,52.27平米,260万,49741元/平,2015-11-07,高层/6层,精装
黄浦,五里桥,丽丽小区,1室1厅,33.06平米,165万,49909元/平,2015-11-07,低层/6层,中装
黄浦,五里桥,百溪公寓,2室1厅,51.18平米,260万,50801元/平,2015-11-07,中层/7层,简装
黄浦,五里桥,大众家园,2室2厅,112.82平米,660万,58500元/平,2015-11-07,低层/12层,豪装
黄浦,豫园,士林华苑,1室2厅,92.34平米,620万,67143元/平,2015-11-07,高层/26层,精装
黄浦,豫园,佳日公寓,3室2厅,139.55平米,575万,41203元/平,2015-11-07,低层/32层,精装
静安,曹家渡,高荣小区,2室1厅,61.92平米,336万,54263元/平,2015-11-07,低层/7层,豪装
静安,江宁路,静安河滨花园,2室2厅,117.92平米,595万,50457元/平,2015-11-07,中层/31层,中装
静安,南京西路,丽都新贵,1室2厅,87.37平米,275万,31475元/平,2015-11-07,低层/32层,精装
静安,南京西路,申银发展大厦（公寓）,3室2厅,136.14平米,570万,41868元/平,2015-11-07,中层/29层,精装
闸北,不夜城,安源小区,2室1厅,75.69平米,320万,42277元/平,2015-11-07,中层/21层,中装
闸北,大宁,东方明珠大宁公寓,2室2厅,81.7平米,430万,52631元/平,2015-11-07,中层/8层,精装
闸北,彭浦,保德公寓,1室1厅,42.05平米,102万,24256元/平,2015-11-07,高层/6层,精装
闸北,彭浦,临汾路1565弄,1室1厅,40.33平米,105万,26035元/平,2015-11-07,低层/6层,简装
闸北,西藏北路,中兴路1279弄,2室1厅,41.04平米,142万,34600元/平,2015-11-07,中层/6层,精装
闸北,阳城,龙潭小区,1室0厅,40.72平米,124万,30451元/平,2015-11-07,中层/6层,精装
闸北,阳城,龙潭小区,1室1厅,35.32平米,98万,27746元/平,2015-11-07,高层/6层,精装
闸北,阳城,阳城贵都,4室3厅,177.06平米,810万,45747元/平,2015-11-07,高层/11层,豪装
闸北,阳城,阳城花园,3室2厅,121.32平米,524万,43191元/平,2015-11-07,中层/11层,精装
虹口,江湾镇,三兴苑,2室2厅,68.11平米,255万,37439元/平,2015-11-07,中层/6层,精装
虹口,凉城,广中扩大小区,2室2厅,39.92平米,159万,39829元/平,2015-11-07,高层/6层,豪装
虹口,凉城,水电小区,1室1厅,32.23平米,95万,29475元/平,2015-11-07,高层/7层,中装
虹口,凉城,广灵四路280弄,2室1厅,62.0平米,207万,33387元/平,2015-11-07,中层/6层,精装
虹口,临平路,瑞虹新城（一期）,3室2厅,124.96平米,770万,61619元/平,2015-11-07,低层/39层,简装
虹口,临平路,瑞虹新城（一期）,3室2厅,124.96平米,770万,61619元/平,2015-11-07,低层/39层,简装
虹口,临平路,瑞嘉苑,2室2厅,125.15平米,611万,48821元/平,2015-11-07,低层/29层,中装
虹口,鲁迅公园,何家宅小区,1室0厅,34.3平米,125万,36443元/平,2015-11-07,中层/6层,中装
虹口,鲁迅公园,四平路421弄,2室0厅,45.24平米,185万,40893元/平,2015-11-07,中层/6层,精装
虹口,曲阳,赤峰小区,2室2厅,75.77平米,316万,41705元/平,2015-11-07,中层/19层,中装
虹口,曲阳,祥东小区（虹口）,2室1厅,52.38平米,194万,37037元/平,2015-11-07,中层/6层,简装
虹口,曲阳,松花小区,2室1厅,54.49平米,175万,32115元/平,2015-11-07,中层/6层,简装
虹口,曲阳,松花小区,2室1厅,54.49平米,175万,32115元/平,2015-11-07,中层/6层,简装
青浦,徐泾,西郊名邸,4室2厅,184.98平米,423万,22867元/平,2015-11-07,地上3层,中装
青浦,赵巷,万科锦源（公寓）,3室2厅,86.12平米,237万,27519元/平,2015-11-07,高层/8层,精装
奉贤,南桥,民旺苑,2室2厅,91.33平米,150万,16423元/平,2015-11-07,高层/5层,毛坯
浦东,北蔡,紫叶花园,1室0厅,33.26平米,110万,33072元/平,2015-11-06,高层/6层,简装
浦东,北蔡,芳华路229弄,2室2厅,80.21平米,275万,34285元/平,2015-11-06,低层/5层,精装
浦东,碧云,世茂湖滨花园（公寓）,2室2厅,172.12平米,920万,53451元/平,2015-11-06,低层/30层,精装
浦东,碧云,世茂湖滨花园（公寓）,2室2厅,172.12平米,920万,53451元/平,2015-11-06,低层/30层,精装
浦东,川沙,瀚龙苑,2室1厅,76.3平米,207万,27129元/平,2015-11-06,高层/6层,毛坯
浦东,花木,玉兰路99弄,2室2厅,77.67平米,315万,40556元/平,2015-11-06,高层/6层,精装
浦东,金桥,碧云新天地（一期）,2室2厅,106.63平米,450万,42202元/平,2015-11-06,低层/6层,简装
浦东,金桥,东沟七村,2室1厅,65.74平米,160万,24338元/平,2015-11-06,中层/6层,中装
浦东,金杨,香山新村东南街坊,2室1厅,59.7平米,198万,33165元/平,2015-11-06,中层/6层,精装
浦东,金杨,香山新村东南街坊,2室1厅,59.7平米,198万,33165元/平,2015-11-06,中层/6层,精装
浦东,联洋,联洋年华,2室2厅,113.38平米,766万,67560元/平,2015-11-06,中层/21层,精装
浦东,世博,上南五村,2室0厅,48.54平米,183万,37700元/平,2015-11-06,中层/6层,简装
浦东,三林,绿茵苑（浦东）,2室1厅,72.2平米,208万,28808元/平,2015-11-06,高层/6层,精装
浦东,三林,杉林新月（环林东路879弄）,2室1厅,70.99平米,246万,34652元/平,2015-11-06,低层/6层,精装
浦东,三林,品翠苑,2室2厅,77.18平米,237万,30707元/平,2015-11-06,中层/6层,精装
浦东,塘桥,西邱小区,2室1厅,53.9平米,190万,35250元/平,2015-11-06,中层/6层,简装
浦东,唐镇,保利金爵公寓,2室2厅,89.15平米,334万,37464元/平,2015-11-06,中层/11层,精装
浦东,唐镇,保利金爵公寓,2室2厅,89.15平米,334万,37464元/平,2015-11-06,中层/11层,精装
浦东,外高桥,高南新村,3室2厅,122.22平米,253万,20700元/平,2015-11-06,高层/6层,精装
浦东,外高桥,高南新村,3室2厅,122.22平米,253万,20700元/平,2015-11-06,高层/6层,精装
浦东,外高桥,凌桥二村,1室1厅,39.94平米,76万,19028元/平,2015-11-06,高层/6层,简装
浦东,源深,陆家嘴花园（一期）,3室2厅,121.24平米,958万,79016元/平,2015-11-06,中层/20层,精装
浦东,源深,陆家嘴国际华城,3室2厅,168.79平米,1175万,69613元/平,2015-11-06,中层/36层,精装
浦东,张江,阳光花城（二期）,3室2厅,139.3平米,504万,36180元/平,2015-11-06,低层/18层,毛坯
浦东,张江,阳光花城（二期）,3室2厅,139.3平米,504万,36180元/平,2015-11-06,低层/18层,毛坯
浦东,周浦,公元三村,2室2厅,89.53平米,188万,20998元/平,2015-11-06,低层/6层,中装
闵行,古美,古美一村,1室1厅,46.15平米,150万,32502元/平,2015-11-06,中层/6层,中装
闵行,古美,古美一村,1室1厅,46.15平米,150万,32502元/平,2015-11-06,中层/6层,中装
闵行,古美,平阳三村,2室1厅,65.87平米,190万,28844元/平,2015-11-06,高层/6层,中装
闵行,古美,仲义苑,2室2厅,114.47平米,415万,36254元/平,2015-11-06,低层/6层,精装
闵行,静安新城,和嘉公寓,3室2厅,120.39平米,525万,43608元/平,2015-11-06,高层/6层,中装
闵行,金虹桥,金虹桥东苑怡和园,5室3厅,212.84平米,609万,28613元/平,2015-11-06,高层/6层,精装
闵行,龙柏,龙柏七村,2室1厅,78.51平米,222万,28276元/平,2015-11-06,高层/6层,中装
闵行,龙柏,龙柏七村,2室1厅,78.51平米,222万,28276元/平,2015-11-06,高层/6层,中装
闵行,龙柏,龙柏香榭苑,2室2厅,89.1平米,430万,48260元/平,2015-11-06,中层/11层,精装
闵行,龙柏,龙柏五村,2室1厅,66.14平米,186万,28122元/平,2015-11-06,高层/6层,中装
闵行,龙柏,紫藤居（公寓）,1室1厅,56.81平米,258万,45414元/平,2015-11-06,中层/11层,精装
闵行,老闵行,银春小区,2室1厅,74.23平米,137万,18456元/平,2015-11-06,中层/6层,精装
闵行,老闵行,银春小区,2室1厅,74.23平米,137万,18456元/平,2015-11-06,中层/6层,精装
闵行,吴泾,双柏小区,2室1厅,56.37平米,94万,16675元/平,2015-11-06,高层/6层,精装
闵行,颛桥,金都花好悦园,2室1厅,59.98平米,137万,22840元/平,2015-11-06,高层/7层,中装
闵行,颛桥,金都花好悦园,2室1厅,59.98平米,137万,22840元/平,2015-11-06,高层/7层,中装
宝山,顾村,菊泉新城（菊盛路50弄）,1室2厅,62.1平米,128万,20611元/平,2015-11-06,中层/5层,毛坯
宝山,顾村,馨佳园（菊泉街1346弄）,3室2厅,96.5平米,186万,19274元/平,2015-11-06,中层/14层,简装
宝山,上大,祁连四村,1室2厅,67.97平米,166万,24422元/平,2015-11-06,低层/6层,精装
宝山,杨行,远洋香奈,2室1厅,84.2平米,199万,23634元/平,2015-11-06,低层/18层,毛坯
宝山,张庙,盛达家园,1室2厅,67.53平米,179万,26506元/平,2015-11-06,高层/14层,毛坯
宝山,张庙,呼玛二村,2室1厅,51.12平米,143万,27973元/平,2015-11-06,低层/6层,中装
徐汇,衡山路,复兴中路1260弄,2室0厅,44.0平米,246万,55909元/平,2015-11-06,中层/6层,简装
徐汇,龙华,恒地苑,2室2厅,87.0平米,427万,49080元/平,2015-11-06,低层/6层,精装
徐汇,上海南站,金牛苑,2室2厅,78.69平米,284万,36090元/平,2015-11-06,中层/6层,简装
徐汇,田林,长春小区,1室1厅,47.5平米,199万,41894元/平,2015-11-06,中层/6层,精装
徐汇,万体馆,天钥新村,3室1厅,66.27平米,300万,45269元/平,2015-11-06,高层/6层,精装
徐汇,万体馆,天钥新村,3室1厅,66.27平米,300万,45269元/平,2015-11-06,高层/6层,精装
徐汇,徐家汇,华苑大厦,3室2厅,185.97平米,530万,28499元/平,2015-11-06,中层/31层,朝南
徐汇,徐家汇,创世纪花园,3室2厅,131.41平米,670万,50985元/平,2015-11-06,低层/13层,简装
徐汇,徐家汇,佳安公寓,2室2厅,83.09平米,396万,47659元/平,2015-11-06,中层/6层,精装
徐汇,斜土路,日晖六村,1室1厅,41.09平米,153万,37235元/平,2015-11-06,高层/6层,朝南
普陀,光新,光新路129弄,1室1厅,47.86平米,129万,26953元/平,2015-11-06,高层/7层,中装
普陀,桃浦,莲花公寓（普陀）,2室1厅,78.29平米,187万,23885元/平,2015-11-06,中层/5层,中装
普陀,桃浦,恒盛鼎城华公馆,2室2厅,89.85平米,283万,31496元/平,2015-11-06,低层/18层,毛坯
普陀,万里,万里欣苑,1室2厅,61.92平米,280万,45219元/平,2015-11-06,低层/18层,精装
杨浦,鞍山,双辽新村,2室1厅,44.03平米,154万,34976元/平,2015-11-06,高层/7层,朝南
杨浦,五角场,南茶园,3室1厅,115.18平米,415万,36030元/平,2015-11-06,高层/6层,精装
杨浦,新江湾城,加州水郡,2室2厅,121.76平米,685万,56258元/平,2015-11-06,低层/18层,精装
长宁,古北,强生古北花园,4室3厅,289.74平米,1690万,58328元/平,2015-11-06,中层/26层,豪装
长宁,古北,罗马花园,2室2厅,144.33平米,500万,34642元/平,2015-11-06,低层/18层,精装
长宁,天山,天华公寓,2室2厅,89.55平米,359万,40089元/平,2015-11-06,高层/24层,中装
长宁,新华路,安顺路231弄,3室1厅,66.46平米,235万,35359元/平,2015-11-06,高层/6层,中装
长宁,新华路,新华苑,2室2厅,93.34平米,418万,44782元/平,2015-11-06,高层/24层,中装
长宁,新华路,锦绣花园,3室2厅,114.84平米,378万,32915元/平,2015-11-06,低层/18层,精装
长宁,新华路,太子公寓,2室2厅,117.1平米,480万,40990元/平,2015-11-06,低层/8层,精装
长宁,镇宁路,泰安路125弄,1室1厅,32.65平米,184万,56355元/平,2015-11-06,中层/6层,中装
松江,松江老城,华亭新家百合苑,2室2厅,72.35平米,144万,19903元/平,2015-11-06,中层/6层,毛坯
嘉定,安亭,嘉实上城名都,1室1厅,57.66平米,95万,16475元/平,2015-11-06,高层/16层,精装
嘉定,嘉定新城,好世皇马苑,3室2厅,100.08平米,230万,22981元/平,2015-11-06,中层/24层,精装
嘉定,江桥,嘉城雅颂湾,2室2厅,88.82平米,230万,25895元/平,2015-11-06,中层/14层,精装
嘉定,江桥,嘉城雅颂湾,2室2厅,88.82平米,230万,25895元/平,2015-11-06,中层/14层,精装
嘉定,南翔,中建溪岸澜庭,3室2厅,89.16平米,198万,22207元/平,2015-11-06,低层/18层,毛坯
黄浦,黄浦滨江,浦江公馆,3室2厅,163.09平米,1075万,65914元/平,2015-11-06,中层/26层,豪装
静安,曹家渡,云和花园,2室2厅,109.23平米,683万,62528元/平,2015-11-06,低层/32层,豪装
静安,静安寺,麦克公寓,3室2厅,183.5平米,830万,45231元/平,2015-11-06,高层/8层,精装
静安,南京西路,化工小区（静安）,2室1厅,61.45平米,295万,48006元/平,2015-11-06,高层/8层,中装
闸北,不夜城,中海万锦城（二期）,2室1厅,41.5平米,200万,48192元/平,2015-11-06,中层/19层,毛坯
闸北,不夜城,灵广大厦,4室2厅,153.34平米,380万,24781元/平,2015-11-06,低层/25层,中装
闸北,不夜城,金峰大厦,4室2厅,136.87平米,405万,29590元/平,2015-11-06,高层/29层,精装
闸北,西藏北路,光华坊,1室1厅,34.83平米,130万,37324元/平,2015-11-06,高层/6层,精装
闸北,永和,永和家园,5室2厅,237.47平米,720万,30319元/平,2015-11-06,高层/9层,毛坯
虹口,江湾镇,逸仙小区,1室1厅,38.7平米,128万,33074元/平,2015-11-06,中层/6层,精装
虹口,江湾镇,虹口玫瑰苑,3室2厅,130.2平米,500万,38402元/平,2015-11-06,高层/6层,精装
虹口,江湾镇,场中公寓,2室2厅,101.96平米,288万,28246元/平,2015-11-06,低层/20层,精装
虹口,凉城,黄山坊,2室1厅,66.57平米,230万,34550元/平,2015-11-06,中层/17层,精装
虹口,临平路,虹口现代公寓,4室3厅,232.02平米,935万,40298元/平,2015-11-06,高层/34层,中装
虹口,临平路,中皇广场,1室1厅,68.77平米,310万,45077元/平,2015-11-06,低层/33层,豪装
虹口,曲阳,邮电二村,2室1厅,66.7平米,275万,41229元/平,2015-11-06,低层/24层,精装
虹口,四川北路,河滨大楼,1室1厅,78.68平米,412万,52364元/平,2015-11-06,高层/11层,精装
青浦,香花桥,都汇华庭,1室1厅,36.16平米,39万,10785元/平,2015-11-06,低层/11层,精装
浦东,北蔡,锦华花园,3室2厅,158.03平米,600万,37967元/平,2015-11-05,中层/14层,中装
浦东,北蔡,金恒小区,2室1厅,63.96平米,230万,35959元/平,2015-11-05,中层/6层,简装
浦东,北蔡,金恒小区,2室1厅,63.96平米,230万,35959元/平,2015-11-05,中层/6层,简装
浦东,北蔡,海上国际花园（一期）,4室2厅,159.23平米,730万,45845元/平,2015-11-05,低层/7层,精装
浦东,北蔡,花木新村,3室1厅,107.44平米,340万,31645元/平,2015-11-05,低层/6层,豪装
浦东,川沙,鼎鑫名流世家,3室2厅,138.56平米,387万,27930元/平,2015-11-05,中层/11层,毛坯
浦东,川沙,银华苑（浦东）,2室1厅,76.4平米,166万,21727元/平,2015-11-05,高层/6层,简装
浦东,航头,海洲桃花园,2室2厅,81.7平米,138万,16891元/平,2015-11-05,高层/6层,毛坯
浦东,金桥,伟业金锦苑三村,1室1厅,57.36平米,186万,32426元/平,2015-11-05,中层/6层,精装
浦东,金桥,东陆新村二街坊,1室0厅,31.0平米,92万,29677元/平,2015-11-05,中层/6层,简装
浦东,金桥,东陆新村二街坊,1室0厅,31.0平米,92万,29677元/平,2015-11-05,中层/6层,简装
浦东,金杨,黄山始信苑,1室1厅,56.64平米,350万,61793元/平,2015-11-05,低层/6层,中装
浦东,金杨,黄山始信苑,1室1厅,56.64平米,350万,61793元/平,2015-11-05,低层/6层,中装
浦东,康桥,中邦城市,2室2厅,103.36平米,260万,25154元/平,2015-11-05,低层/14层,中装
浦东,康桥,中邦城市,2室2厅,103.36平米,260万,25154元/平,2015-11-05,低层/14层,中装
浦东,陆家嘴,菊园,2室2厅,100.85平米,520万,51561元/平,2015-11-05,低层/34层,低层/34层
浦东,陆家嘴,菊园,2室2厅,100.85平米,520万,51561元/平,2015-11-05,低层/34层,低层/34层
浦东,世博,上南花城,3室2厅,127.07平米,660万,51939元/平,2015-11-05,低层/6层,中装
浦东,世博,逸翠公馆,2室1厅,86.45平米,400万,46269元/平,2015-11-05,低层/24层,精装
浦东,三林,三林安居苑,2室1厅,64.52平米,217万,33632元/平,2015-11-05,中层/6层,精装
